image_id,source,dataset_group,original_label,unified_class,filepath
ISIC_0059701,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059701.jpg
ISIC_0059702,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059702.jpg
ISIC_0059703,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059703.jpg
ISIC_0059704,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059704.jpg
ISIC_0059705,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059705.jpg
ISIC_0059706,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059706.jpg
ISIC_0059707,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059707.jpg
ISIC_0059708,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059708.jpg
ISIC_0059709,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059709.jpg
ISIC_0059710,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059710.jpg
ISIC_0059711,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059711.jpg
ISIC_0059712,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059712.jpg
ISIC_0059713,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059713.jpg
ISIC_0059714,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059714.jpg
ISIC_0059715,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059715.jpg
ISIC_0059716,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059716.jpg
ISIC_0059717,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059717.jpg
ISIC_0059718,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059718.jpg
ISIC_0059719,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059719.jpg
ISIC_0059720,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059720.jpg
ISIC_0059721,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059721.jpg
ISIC_0059722,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059722.jpg
ISIC_0059723,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059723.jpg
ISIC_0059724,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059724.jpg
ISIC_0059725,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059725.jpg
ISIC_0059726,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059726.jpg
ISIC_0059727,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059727.jpg
ISIC_0059729,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059729.jpg
ISIC_0059730,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059730.jpg
ISIC_0059731,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059731.jpg
ISIC_0059732,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059732.jpg
ISIC_0059733,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059733.jpg
ISIC_0059734,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059734.jpg
ISIC_0059735,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059735.jpg
ISIC_0059736,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059736.jpg
ISIC_0059737,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059737.jpg
ISIC_0059738,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059738.jpg
ISIC_0059740,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059740.jpg
ISIC_0059741,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059741.jpg
ISIC_0059742,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059742.jpg
ISIC_0059743,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059743.jpg
ISIC_0059744,isic_2019_train,ISIC 2019,VASC,VASC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059744.jpg
ISIC_0059745,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059745.jpg
ISIC_0059746,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059746.jpg
ISIC_0059747,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059747.jpg
ISIC_0059748,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059748.jpg
ISIC_0059749,isic_2019_test,ISIC 2019,SCC,SCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059749.jpg
ISIC_0059750,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059750.jpg
ISIC_0059751,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059751.jpg
ISIC_0059752,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059752.jpg
ISIC_0059753,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059753.jpg
ISIC_0059754,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059754.jpg
ISIC_0059755,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059755.jpg
ISIC_0059756,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059756.jpg
ISIC_0059757,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059757.jpg
ISIC_0059758,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059758.jpg
ISIC_0059759,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059759.jpg
ISIC_0059760,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059760.jpg
ISIC_0059761,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059761.jpg
ISIC_0059762,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059762.jpg
ISIC_0059763,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059763.jpg
ISIC_0059764,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059764.jpg
ISIC_0059765,isic_2019_train,ISIC 2019,SCC,SCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059765.jpg
ISIC_0059766,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059766.jpg
ISIC_0059768,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059768.jpg
ISIC_0059769,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059769.jpg
ISIC_0059770,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059770.jpg
ISIC_0059771,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059771.jpg
ISIC_0059772,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059772.jpg
ISIC_0059773,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059773.jpg
ISIC_0059774,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059774.jpg
ISIC_0059775,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059775.jpg
ISIC_0059776,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059776.jpg
ISIC_0059777,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059777.jpg
ISIC_0059778,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059778.jpg
ISIC_0059779,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059779.jpg
ISIC_0059780,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059780.jpg
ISIC_0059781,isic_2019_test,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059781.jpg
ISIC_0059782,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059782.jpg
ISIC_0059783,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059783.jpg
ISIC_0059785,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059785.jpg
ISIC_0059786,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059786.jpg
ISIC_0059787,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059787.jpg
ISIC_0059788,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059788.jpg
ISIC_0059789,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059789.jpg
ISIC_0059790,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059790.jpg
ISIC_0059791,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059791.jpg
ISIC_0059792,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059792.jpg
ISIC_0059793,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059793.jpg
ISIC_0059796,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059796.jpg
ISIC_0059797,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059797.jpg
ISIC_0059798,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059798.jpg
ISIC_0059799,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059799.jpg
ISIC_0059800,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059800.jpg
ISIC_0059801,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059801.jpg
ISIC_0059802,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059802.jpg
ISIC_0059803,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059803.jpg
ISIC_0059804,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059804.jpg
ISIC_0059805,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059805.jpg
ISIC_0059806,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059806.jpg
ISIC_0059807,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059807.jpg
ISIC_0059808,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059808.jpg
ISIC_0059809,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059809.jpg
ISIC_0059810,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059810.jpg
ISIC_0059811,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059811.jpg
ISIC_0059812,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059812.jpg
ISIC_0059813,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059813.jpg
ISIC_0059814,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059814.jpg
ISIC_0059815,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059815.jpg
ISIC_0059816,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059816.jpg
ISIC_0059817,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059817.jpg
ISIC_0059818,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059818.jpg
ISIC_0059819,isic_2019_test,ISIC 2019,SCC,SCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059819.jpg
ISIC_0059820,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059820.jpg
ISIC_0059821,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059821.jpg
ISIC_0059822,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059822.jpg
ISIC_0059823,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059823.jpg
ISIC_0059824,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059824.jpg
ISIC_0059825,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0059825.jpg
ISIC_0059826,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059826.jpg
ISIC_0059827,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0059827.jpg
